op,dtype,layout,mem,bcast,accepted,pcc_or_reason,input_range,pcc,ulp
logaddexp2_ TT,uint16,rm,l1,col,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint16,rm,l1,none,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint16,rm,l1,row,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint16,rm,l1,scalar,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint16,rm,width,col,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint16,rm,width,none,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint16,rm,width,row,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint16,rm,width,scalar,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint16,tile,block,col,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,block,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,block,row,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,block,scalar,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,dram,col,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,dram,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,dram,row,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,dram,scalar,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,height,col,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,height,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,height,row,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,height,scalar,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,l1,col,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,l1,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,l1,row,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,l1,scalar,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,width,col,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,width,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,width,row,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint16,tile,width,scalar,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,rm,block,col,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,block,none,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,block,row,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,block,scalar,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,dram,col,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,dram,none,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,dram,row,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,dram,scalar,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,height,col,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,height,none,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,height,row,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,height,scalar,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,l1,col,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,l1,none,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,l1,row,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,l1,scalar,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,width,col,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,width,none,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,width,row,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,rm,width,scalar,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint32,tile,block,col,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,block,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,block,row,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,block,scalar,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,dram,col,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,dram,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,dram,row,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,dram,scalar,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,height,col,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,height,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,height,row,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,height,scalar,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,l1,col,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,l1,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,l1,row,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,l1,scalar,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,width,col,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,width,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,width,row,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint32,tile,width,scalar,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT32 is not supported for binary operation BinaryOpType::LOGADDEXP2",[1..49],,
logaddexp2_ TT,uint8,rm,block,col,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,block,none,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,block,row,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,block,scalar,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,dram,col,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,dram,none,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,dram,row,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,dram,scalar,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,height,col,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,height,none,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,height,row,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,height,scalar,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,l1,col,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,l1,none,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,l1,row,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,l1,scalar,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,width,col,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
logaddexp2_ TT,uint8,rm,width,none,FAIL,TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary/binary.cpp:591: !(output_preallocated && input_a_rm && input_b_rm) | info: | Optional output tensor with Row Major input is not supported right now for Elementwise operations,[1..49],,
