op,dtype,layout,mem,bcast,accepted,pcc_or_reason,input_range,pcc,ulp
atanh_bw,float32,rm,width,none,OK,pass,[0.1..0.85],1.000000,2.000
atanh_bw,float32,tile,block,none,OK,pass,[0.1..0.85],1.000000,1.000
atanh_bw,float32,tile,dram,none,OK,pass,[0.1..0.85],1.000000,1.000
atanh_bw,float32,tile,height,none,OK,pass,[0.1..0.85],1.000000,1.000
atanh_bw,float32,tile,l1,none,OK,pass,[0.1..0.85],1.000000,1.000
atanh_bw,float32,tile,width,none,OK,pass,[0.1..0.85],1.000000,2.000
atanh_bw,int32,rm,block,none,OK,fail,[1..49],0.149630,
atanh_bw,int32,rm,dram,none,OK,fail,[1..49],0.138409,
atanh_bw,int32,rm,height,none,OK,fail,[1..49],0.133621,
atanh_bw,int32,rm,l1,none,OK,fail,[1..49],0.138914,
atanh_bw,int32,rm,width,none,OK,fail,[1..49],0.100408,
atanh_bw,int32,tile,block,none,OK,fail,[1..49],0.149273,
atanh_bw,int32,tile,dram,none,OK,fail,[1..49],0.118114,
atanh_bw,int32,tile,height,none,OK,fail,[1..49],0.131947,
atanh_bw,int32,tile,l1,none,OK,fail,[1..49],0.128385,
atanh_bw,int32,tile,width,none,OK,fail,[1..49],0.137063,
atanh_bw,uint16,rm,block,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TST",[1..49],,
atanh_bw,uint16,rm,dram,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TST",[1..49],,
atanh_bw,uint16,rm,height,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TST",[1..49],,
atanh_bw,uint16,rm,l1,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TST",[1..49],,
atanh_bw,uint16,rm,width,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TST",[1..49],,
atanh_bw,uint16,tile,block,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TST",[1..49],,
atanh_bw,uint16,tile,dram,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TST",[1..49],,
atanh_bw,uint16,tile,height,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TST",[1..49],,
atanh_bw,uint16,tile,l1,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TST",[1..49],,
atanh_bw,uint16,tile,width,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TST",[1..49],,
atanh_bw,uint32,rm,block,none,OK,fail,[1..49],0.980927,
atanh_bw,uint32,rm,dram,none,OK,fail,[1..49],0.984851,
atanh_bw,uint32,rm,height,none,OK,fail,[1..49],0.982069,
atanh_bw,uint32,rm,l1,none,OK,fail,[1..49],0.974906,
atanh_bw,uint32,rm,width,none,OK,fail,[1..49],0.980620,
atanh_bw,uint32,tile,block,none,OK,fail,[1..49],0.979912,
atanh_bw,uint32,tile,dram,none,OK,fail,[1..49],0.980933,
atanh_bw,uint32,tile,height,none,OK,fail,[1..49],0.981202,
atanh_bw,uint32,tile,l1,none,OK,fail,[1..49],0.971935,
atanh_bw,uint32,tile,width,none,OK,fail,[1..49],0.984281,
atanh_bw,uint8,rm,block,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/data_movement/tilize/device/tilize_device_operation.cpp:140: input_tensor_a.dtype() == DataType::BFLOAT16 or input_tensor_a.dtype() == DataType::FLOAT32 or input_tensor_a.dtype() == DataType::UINT32 or input_tensor_a.dtype() == DataType::INT32 or input_tensor_a.dtype() == DataType::UINT16 or input_tensor_a.dtype() == DataType::FP8_E4M3 | info: | data type must be bfloat16, float32, uint32, int32, uint16, or fp8_e4m3",[1..49],,
atanh_bw,uint8,rm,dram,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
atanh_bw,uint8,rm,height,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/data_movement/tilize/device/tilize_device_operation.cpp:140: input_tensor_a.dtype() == DataType::BFLOAT16 or input_tensor_a.dtype() == DataType::FLOAT32 or input_tensor_a.dtype() == DataType::UINT32 or input_tensor_a.dtype() == DataType::INT32 or input_tensor_a.dtype() == DataType::UINT16 or input_tensor_a.dtype() == DataType::FP8_E4M3 | info: | data type must be bfloat16, float32, uint32, int32, uint16, or fp8_e4m3",[1..49],,
atanh_bw,uint8,rm,l1,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
atanh_bw,uint8,rm,width,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/data_movement/tilize/device/tilize_device_operation.cpp:140: input_tensor_a.dtype() == DataType::BFLOAT16 or input_tensor_a.dtype() == DataType::FLOAT32 or input_tensor_a.dtype() == DataType::UINT32 or input_tensor_a.dtype() == DataType::INT32 or input_tensor_a.dtype() == DataType::UINT16 or input_tensor_a.dtype() == DataType::FP8_E4M3 | info: | data type must be bfloat16, float32, uint32, int32, uint16, or fp8_e4m3",[1..49],,
atanh_bw,uint8,tile,block,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
atanh_bw,uint8,tile,dram,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
atanh_bw,uint8,tile,height,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
atanh_bw,uint8,tile,l1,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
atanh_bw,uint8,tile,width,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
bias_gelu TS,bfloat16,rm,block,none,OK,pass,[0.1..0.85],0.999927,2.000
bias_gelu TS,bfloat16,rm,dram,none,OK,pass,[0.1..0.85],0.999916,2.000
bias_gelu TS,bfloat16,rm,height,none,OK,pass,[0.1..0.85],0.999916,2.000
bias_gelu TS,bfloat16,rm,l1,none,OK,pass,[0.1..0.85],0.999919,2.000
bias_gelu TS,bfloat16,rm,width,none,OK,pass,[0.1..0.85],0.999914,2.000
bias_gelu TS,bfloat16,tile,block,none,OK,pass,[0.1..0.85],0.999922,2.000
bias_gelu TS,bfloat16,tile,dram,none,OK,pass,[0.1..0.85],0.999926,2.000
bias_gelu TS,bfloat16,tile,height,none,OK,pass,[0.1..0.85],0.999916,2.000
bias_gelu TS,bfloat16,tile,l1,none,OK,pass,[0.1..0.85],0.999907,2.000
bias_gelu TS,bfloat16,tile,width,none,OK,pass,[0.1..0.85],0.999913,2.000
bias_gelu TS,bfloat4_b,rm,block,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TS,bfloat4_b,rm,dram,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TS,bfloat4_b,rm,height,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TS,bfloat4_b,rm,l1,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TS,bfloat4_b,rm,width,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TS,bfloat4_b,tile,block,none,OK,pass,[0.1..0.85],0.953520,
bias_gelu TS,bfloat4_b,tile,dram,none,OK,pass,[0.1..0.85],0.951670,
bias_gelu TS,bfloat4_b,tile,height,none,OK,pass,[0.1..0.85],0.947531,
bias_gelu TS,bfloat4_b,tile,l1,none,OK,pass,[0.1..0.85],0.950687,
bias_gelu TS,bfloat4_b,tile,width,none,OK,pass,[0.1..0.85],0.953956,
bias_gelu TS,bfloat8_b,rm,block,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TS,bfloat8_b,rm,dram,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TS,bfloat8_b,rm,height,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TS,bfloat8_b,rm,l1,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TS,bfloat8_b,rm,width,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TS,bfloat8_b,tile,block,none,OK,pass,[0.1..0.85],0.999671,12.000
bias_gelu TS,bfloat8_b,tile,dram,none,OK,pass,[0.1..0.85],0.999673,12.000
bias_gelu TS,bfloat8_b,tile,height,none,OK,pass,[0.1..0.85],0.999662,12.000
bias_gelu TS,bfloat8_b,tile,l1,none,OK,pass,[0.1..0.85],0.999687,12.000
bias_gelu TS,bfloat8_b,tile,width,none,OK,pass,[0.1..0.85],0.999649,11.000
bias_gelu TS,float32,rm,block,none,OK,pass,[0.1..0.85],0.999943,130783.000
bias_gelu TS,float32,rm,dram,none,OK,pass,[0.1..0.85],0.999939,131657.000
bias_gelu TS,float32,rm,height,none,OK,pass,[0.1..0.85],0.999941,130583.000
bias_gelu TS,float32,rm,l1,none,OK,pass,[0.1..0.85],0.999940,131413.000
bias_gelu TS,float32,rm,width,none,OK,pass,[0.1..0.85],0.999944,131187.000
bias_gelu TS,float32,tile,block,none,OK,pass,[0.1..0.85],0.999952,131375.000
bias_gelu TS,float32,tile,dram,none,OK,pass,[0.1..0.85],0.999947,131295.000
bias_gelu TS,float32,tile,height,none,OK,pass,[0.1..0.85],0.999947,130689.000
bias_gelu TS,float32,tile,l1,none,OK,pass,[0.1..0.85],0.999936,131394.000
bias_gelu TS,float32,tile,width,none,OK,pass,[0.1..0.85],0.999939,131296.000
bias_gelu TS,int32,rm,block,none,OK,fail,[1..49],,
bias_gelu TS,int32,rm,dram,none,OK,fail,[1..49],,
bias_gelu TS,int32,rm,height,none,OK,fail,[1..49],,
bias_gelu TS,int32,rm,l1,none,OK,fail,[1..49],,
bias_gelu TS,int32,rm,width,none,OK,fail,[1..49],,
bias_gelu TS,int32,tile,block,none,OK,fail,[1..49],,
bias_gelu TS,int32,tile,dram,none,OK,fail,[1..49],,
bias_gelu TS,int32,tile,height,none,OK,fail,[1..49],,
bias_gelu TS,int32,tile,l1,none,OK,fail,[1..49],,
bias_gelu TS,int32,tile,width,none,OK,fail,[1..49],,
bias_gelu TS,uint16,rm,block,none,OK,fail,[1..49],,
bias_gelu TS,uint16,rm,dram,none,OK,fail,[1..49],,
bias_gelu TS,uint16,rm,height,none,OK,fail,[1..49],,
bias_gelu TS,uint16,rm,l1,none,OK,fail,[1..49],,
bias_gelu TS,uint16,rm,width,none,OK,fail,[1..49],,
bias_gelu TS,uint16,tile,block,none,OK,fail,[1..49],,
bias_gelu TS,uint16,tile,dram,none,OK,fail,[1..49],,
bias_gelu TS,uint16,tile,height,none,OK,fail,[1..49],,
bias_gelu TS,uint16,tile,l1,none,OK,fail,[1..49],,
bias_gelu TS,uint16,tile,width,none,OK,fail,[1..49],,
bias_gelu TS,uint32,rm,block,none,OK,fail,[1..49],,
bias_gelu TS,uint32,rm,dram,none,OK,fail,[1..49],,
bias_gelu TS,uint32,rm,height,none,OK,fail,[1..49],,
bias_gelu TS,uint32,rm,l1,none,OK,fail,[1..49],,
bias_gelu TS,uint32,rm,width,none,OK,fail,[1..49],,
bias_gelu TS,uint32,tile,block,none,OK,fail,[1..49],,
bias_gelu TS,uint32,tile,dram,none,OK,fail,[1..49],,
bias_gelu TS,uint32,tile,height,none,OK,fail,[1..49],,
bias_gelu TS,uint32,tile,l1,none,OK,fail,[1..49],,
bias_gelu TS,uint32,tile,width,none,OK,fail,[1..49],,
bias_gelu TS,uint8,rm,block,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/data_movement/tilize/device/tilize_device_operation.cpp:140: input_tensor_a.dtype() == DataType::BFLOAT16 or input_tensor_a.dtype() == DataType::FLOAT32 or input_tensor_a.dtype() == DataType::UINT32 or input_tensor_a.dtype() == DataType::INT32 or input_tensor_a.dtype() == DataType::UINT16 or input_tensor_a.dtype() == DataType::FP8_E4M3 | info: | data type must be bfloat16, float32, uint32, int32, uint16, or fp8_e4m3",[1..49],,
bias_gelu TS,uint8,rm,dram,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::ADD",[1..49],,
bias_gelu TS,uint8,rm,height,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/data_movement/tilize/device/tilize_device_operation.cpp:140: input_tensor_a.dtype() == DataType::BFLOAT16 or input_tensor_a.dtype() == DataType::FLOAT32 or input_tensor_a.dtype() == DataType::UINT32 or input_tensor_a.dtype() == DataType::INT32 or input_tensor_a.dtype() == DataType::UINT16 or input_tensor_a.dtype() == DataType::FP8_E4M3 | info: | data type must be bfloat16, float32, uint32, int32, uint16, or fp8_e4m3",[1..49],,
bias_gelu TS,uint8,rm,l1,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::ADD",[1..49],,
bias_gelu TS,uint8,rm,width,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/data_movement/tilize/device/tilize_device_operation.cpp:140: input_tensor_a.dtype() == DataType::BFLOAT16 or input_tensor_a.dtype() == DataType::FLOAT32 or input_tensor_a.dtype() == DataType::UINT32 or input_tensor_a.dtype() == DataType::INT32 or input_tensor_a.dtype() == DataType::UINT16 or input_tensor_a.dtype() == DataType::FP8_E4M3 | info: | data type must be bfloat16, float32, uint32, int32, uint16, or fp8_e4m3",[1..49],,
bias_gelu TS,uint8,tile,block,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::ADD",[1..49],,
bias_gelu TS,uint8,tile,dram,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::ADD",[1..49],,
bias_gelu TS,uint8,tile,height,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::ADD",[1..49],,
bias_gelu TS,uint8,tile,l1,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::ADD",[1..49],,
bias_gelu TS,uint8,tile,width,none,FAIL,"TT_FATAL @ /project/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::ADD",[1..49],,
bias_gelu TT,bfloat16,rm,block,col,OK,pass,[0.1..0.85],0.999872,24.000
bias_gelu TT,bfloat16,rm,block,none,OK,pass,[0.1..0.85],0.999884,24.000
bias_gelu TT,bfloat16,rm,block,row,OK,pass,[0.1..0.85],0.999877,24.000
bias_gelu TT,bfloat16,rm,block,scalar,OK,pass,[0.1..0.85],0.999903,2.000
bias_gelu TT,bfloat16,rm,dram,col,OK,pass,[0.1..0.85],0.999901,24.000
bias_gelu TT,bfloat16,rm,dram,none,OK,pass,[0.1..0.85],0.999886,24.000
bias_gelu TT,bfloat16,rm,dram,row,OK,pass,[0.1..0.85],0.999890,24.000
bias_gelu TT,bfloat16,rm,dram,scalar,OK,pass,[0.1..0.85],0.999879,5.000
bias_gelu TT,bfloat16,rm,height,col,OK,pass,[0.1..0.85],0.999907,47.000
bias_gelu TT,bfloat16,rm,height,none,OK,pass,[0.1..0.85],0.999895,24.000
bias_gelu TT,bfloat16,rm,height,row,OK,pass,[0.1..0.85],0.999851,24.000
bias_gelu TT,bfloat16,rm,height,scalar,OK,pass,[0.1..0.85],0.999749,20.000
bias_gelu TT,bfloat16,rm,l1,col,OK,pass,[0.1..0.85],0.999898,24.000
bias_gelu TT,bfloat16,rm,l1,none,OK,pass,[0.1..0.85],0.999896,45.000
bias_gelu TT,bfloat16,rm,l1,row,OK,pass,[0.1..0.85],0.999888,24.000
bias_gelu TT,bfloat16,rm,l1,scalar,OK,pass,[0.1..0.85],0.999911,2.000
bias_gelu TT,bfloat16,rm,width,col,OK,pass,[0.1..0.85],0.999872,24.000
bias_gelu TT,bfloat16,rm,width,none,OK,pass,[0.1..0.85],0.999901,24.000
bias_gelu TT,bfloat16,rm,width,row,OK,pass,[0.1..0.85],0.999855,24.000
bias_gelu TT,bfloat16,rm,width,scalar,OK,pass,[0.1..0.85],0.999907,2.000
bias_gelu TT,bfloat16,tile,block,col,OK,pass,[0.1..0.85],0.999882,24.000
bias_gelu TT,bfloat16,tile,block,none,OK,pass,[0.1..0.85],0.999890,24.000
bias_gelu TT,bfloat16,tile,block,row,OK,pass,[0.1..0.85],0.999903,24.000
bias_gelu TT,bfloat16,tile,block,scalar,OK,pass,[0.1..0.85],0.999867,6.000
bias_gelu TT,bfloat16,tile,dram,col,OK,pass,[0.1..0.85],0.999910,24.000
bias_gelu TT,bfloat16,tile,dram,none,OK,pass,[0.1..0.85],0.999884,45.000
bias_gelu TT,bfloat16,tile,dram,row,OK,pass,[0.1..0.85],0.999873,24.000
bias_gelu TT,bfloat16,tile,dram,scalar,OK,pass,[0.1..0.85],0.999912,2.000
bias_gelu TT,bfloat16,tile,height,col,OK,pass,[0.1..0.85],0.999881,24.000
bias_gelu TT,bfloat16,tile,height,none,OK,pass,[0.1..0.85],0.999893,24.000
bias_gelu TT,bfloat16,tile,height,row,OK,pass,[0.1..0.85],0.999876,24.000
bias_gelu TT,bfloat16,tile,height,scalar,OK,pass,[0.1..0.85],0.999617,23.000
bias_gelu TT,bfloat16,tile,l1,col,OK,pass,[0.1..0.85],0.999888,45.000
bias_gelu TT,bfloat16,tile,l1,none,OK,pass,[0.1..0.85],0.999879,45.000
bias_gelu TT,bfloat16,tile,l1,row,OK,pass,[0.1..0.85],0.999892,47.000
bias_gelu TT,bfloat16,tile,l1,scalar,OK,pass,[0.1..0.85],0.999927,2.000
bias_gelu TT,bfloat16,tile,width,col,OK,pass,[0.1..0.85],0.999919,23.000
bias_gelu TT,bfloat16,tile,width,none,OK,pass,[0.1..0.85],0.999886,47.000
bias_gelu TT,bfloat16,tile,width,row,OK,pass,[0.1..0.85],0.999891,24.000
bias_gelu TT,bfloat16,tile,width,scalar,OK,pass,[0.1..0.85],0.999894,4.000
bias_gelu TT,bfloat4_b,rm,block,col,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TT,bfloat4_b,rm,block,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TT,bfloat4_b,rm,block,row,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TT,bfloat4_b,rm,block,scalar,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TT,bfloat4_b,rm,dram,col,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TT,bfloat4_b,rm,dram,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TT,bfloat4_b,rm,dram,row,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TT,bfloat4_b,rm,dram,scalar,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TT,bfloat4_b,rm,height,col,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TT,bfloat4_b,rm,height,none,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TT,bfloat4_b,rm,height,row,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
bias_gelu TT,bfloat4_b,rm,height,scalar,FAIL,TT_FATAL @ /project/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
