op,dtype,layout,mem,accepted,pcc_or_reason,input_range,pcc,ulp
softshrink_bw,uint16,tile,l1,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,tile,l1,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,bfloat16,tile,height,OK,pass,[0.1..0.85],0.999999,0.000
softshrink_bw,bfloat8_b,tile,height,OK,pass,[0.1..0.85],0.984904,245.000
softshrink_bw,bfloat4_b,tile,height,OK,fail(0.862),[0.1..0.85],0.862256,
softshrink_bw,float32,tile,height,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,int32,tile,height,OK,pass,[1..49],0.999999,
softshrink_bw,uint32,tile,height,FAIL,"TT_THROW @ /home/ubuntu/tt-metal/tt_metal/impl/program/program.cpp:259: tt::exception | info: | Failed to generate binaries for eltwise_where_no_bcast TT_THROW @ /home/ubuntu/tt-metal/tt_metal/jit_build/build.cpp:67: tt::exception | info: | trisc0 build failed. Log: In file included from ../chlkc_unpack.cpp:2, | from /home/ubuntu/tt-metal/tt_metal/hw/ckernels/blackhole/metal/common/chlkc_list.h:26, | from /home/ubuntu/tt-metal/tt_metal/hw/firmware/src/tt-1xx/trisck.cc:13: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp: In function 'void kernel_main()': | ../defines_generated.h:4:18: error: 'fill_tile_uint' was not declared in this scope | 4 | #define FILL_LLK fill_tile_uint<DataFormat::UInt32> | |                  ^~~~~~~~~~~~~~ | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:13: note: in expansion of macro 'FILL_LLK' | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |             ^~~~~~~~ | In file included from ../chlkc_unpack.cpp:3: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:28: error: left operand of comma operator has no effect [-Werror=unused-value] | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |                      ~~~~~~^~~ | cc1plus: all warnings being treated as errors",[1..49],,
softshrink_bw,uint16,tile,height,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,tile,height,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,bfloat16,tile,width,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,bfloat8_b,tile,width,OK,pass,[0.1..0.85],0.988215,253.000
softshrink_bw,bfloat4_b,tile,width,OK,fail(0.841),[0.1..0.85],0.840543,
softshrink_bw,float32,tile,width,OK,pass,[0.1..0.85],0.999999,0.000
softshrink_bw,int32,tile,width,OK,pass,[1..49],0.999999,
softshrink_bw,uint32,tile,width,FAIL,"TT_THROW @ /home/ubuntu/tt-metal/tt_metal/impl/program/program.cpp:259: tt::exception | info: | Failed to generate binaries for eltwise_where_no_bcast TT_THROW @ /home/ubuntu/tt-metal/tt_metal/jit_build/build.cpp:67: tt::exception | info: | trisc0 build failed. Log: In file included from ../chlkc_unpack.cpp:2, | from /home/ubuntu/tt-metal/tt_metal/hw/ckernels/blackhole/metal/common/chlkc_list.h:26, | from /home/ubuntu/tt-metal/tt_metal/hw/firmware/src/tt-1xx/trisck.cc:13: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp: In function 'void kernel_main()': | ../defines_generated.h:4:18: error: 'fill_tile_uint' was not declared in this scope | 4 | #define FILL_LLK fill_tile_uint<DataFormat::UInt32> | |                  ^~~~~~~~~~~~~~ | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:13: note: in expansion of macro 'FILL_LLK' | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |             ^~~~~~~~ | In file included from ../chlkc_unpack.cpp:3: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:28: error: left operand of comma operator has no effect [-Werror=unused-value] | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |                      ~~~~~~^~~ | cc1plus: all warnings being treated as errors",[1..49],,
softshrink_bw,uint16,tile,width,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,tile,width,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,bfloat16,tile,block,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,bfloat8_b,tile,block,OK,pass,[0.1..0.85],0.984556,248.000
softshrink_bw,bfloat4_b,tile,block,OK,fail(0.865),[0.1..0.85],0.864552,
softshrink_bw,float32,tile,block,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,int32,tile,block,OK,pass,[1..49],1.000000,
softshrink_bw,uint32,tile,block,FAIL,"TT_THROW @ /home/ubuntu/tt-metal/tt_metal/impl/program/program.cpp:259: tt::exception | info: | Failed to generate binaries for eltwise_where_no_bcast TT_THROW @ /home/ubuntu/tt-metal/tt_metal/jit_build/build.cpp:67: tt::exception | info: | trisc0 build failed. Log: In file included from ../chlkc_unpack.cpp:2, | from /home/ubuntu/tt-metal/tt_metal/hw/ckernels/blackhole/metal/common/chlkc_list.h:26, | from /home/ubuntu/tt-metal/tt_metal/hw/firmware/src/tt-1xx/trisck.cc:13: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp: In function 'void kernel_main()': | ../defines_generated.h:4:18: error: 'fill_tile_uint' was not declared in this scope | 4 | #define FILL_LLK fill_tile_uint<DataFormat::UInt32> | |                  ^~~~~~~~~~~~~~ | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:13: note: in expansion of macro 'FILL_LLK' | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |             ^~~~~~~~ | In file included from ../chlkc_unpack.cpp:3: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:28: error: left operand of comma operator has no effect [-Werror=unused-value] | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |                      ~~~~~~^~~ | cc1plus: all warnings being treated as errors",[1..49],,
softshrink_bw,uint16,tile,block,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,tile,block,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,bfloat16,rm,dram,OK,pass,[0.1..0.85],0.999999,0.000
softshrink_bw,bfloat8_b,rm,dram,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat4_b,rm,dram,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,float32,rm,dram,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,int32,rm,dram,OK,pass,[1..49],1.000000,
softshrink_bw,uint32,rm,dram,FAIL,"TT_THROW @ /home/ubuntu/tt-metal/tt_metal/impl/program/program.cpp:259: tt::exception | info: | Failed to generate binaries for eltwise_where_no_bcast TT_THROW @ /home/ubuntu/tt-metal/tt_metal/jit_build/build.cpp:67: tt::exception | info: | trisc0 build failed. Log: In file included from ../chlkc_unpack.cpp:2, | from /home/ubuntu/tt-metal/tt_metal/hw/ckernels/blackhole/metal/common/chlkc_list.h:26, | from /home/ubuntu/tt-metal/tt_metal/hw/firmware/src/tt-1xx/trisck.cc:13: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp: In function 'void kernel_main()': | ../defines_generated.h:4:18: error: 'fill_tile_uint' was not declared in this scope | 4 | #define FILL_LLK fill_tile_uint<DataFormat::UInt32> | |                  ^~~~~~~~~~~~~~ | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:13: note: in expansion of macro 'FILL_LLK' | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |             ^~~~~~~~ | In file included from ../chlkc_unpack.cpp:3: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:28: error: left operand of comma operator has no effect [-Werror=unused-value] | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |                      ~~~~~~^~~ | cc1plus: all warnings being treated as errors",[1..49],,
softshrink_bw,uint16,rm,dram,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,rm,dram,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,bfloat16,rm,l1,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,bfloat8_b,rm,l1,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat4_b,rm,l1,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,float32,rm,l1,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,int32,rm,l1,OK,pass,[1..49],1.000000,
softshrink_bw,uint32,rm,l1,FAIL,"TT_THROW @ /home/ubuntu/tt-metal/tt_metal/impl/program/program.cpp:259: tt::exception | info: | Failed to generate binaries for eltwise_where_no_bcast TT_THROW @ /home/ubuntu/tt-metal/tt_metal/jit_build/build.cpp:67: tt::exception | info: | trisc0 build failed. Log: In file included from ../chlkc_unpack.cpp:2, | from /home/ubuntu/tt-metal/tt_metal/hw/ckernels/blackhole/metal/common/chlkc_list.h:26, | from /home/ubuntu/tt-metal/tt_metal/hw/firmware/src/tt-1xx/trisck.cc:13: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp: In function 'void kernel_main()': | ../defines_generated.h:4:18: error: 'fill_tile_uint' was not declared in this scope | 4 | #define FILL_LLK fill_tile_uint<DataFormat::UInt32> | |                  ^~~~~~~~~~~~~~ | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:13: note: in expansion of macro 'FILL_LLK' | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |             ^~~~~~~~ | In file included from ../chlkc_unpack.cpp:3: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:28: error: left operand of comma operator has no effect [-Werror=unused-value] | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |                      ~~~~~~^~~ | cc1plus: all warnings being treated as errors",[1..49],,
softshrink_bw,uint16,rm,l1,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,rm,l1,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,bfloat16,rm,height,OK,pass,[0.1..0.85],0.999999,0.000
softshrink_bw,bfloat8_b,rm,height,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat4_b,rm,height,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,float32,rm,height,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,int32,rm,height,OK,pass,[1..49],1.000000,
softshrink_bw,uint32,rm,height,FAIL,"TT_THROW @ /home/ubuntu/tt-metal/tt_metal/impl/program/program.cpp:259: tt::exception | info: | Failed to generate binaries for eltwise_where_no_bcast TT_THROW @ /home/ubuntu/tt-metal/tt_metal/jit_build/build.cpp:67: tt::exception | info: | trisc0 build failed. Log: In file included from ../chlkc_unpack.cpp:2, | from /home/ubuntu/tt-metal/tt_metal/hw/ckernels/blackhole/metal/common/chlkc_list.h:26, | from /home/ubuntu/tt-metal/tt_metal/hw/firmware/src/tt-1xx/trisck.cc:13: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp: In function 'void kernel_main()': | ../defines_generated.h:4:18: error: 'fill_tile_uint' was not declared in this scope | 4 | #define FILL_LLK fill_tile_uint<DataFormat::UInt32> | |                  ^~~~~~~~~~~~~~ | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:13: note: in expansion of macro 'FILL_LLK' | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |             ^~~~~~~~ | In file included from ../chlkc_unpack.cpp:3: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:28: error: left operand of comma operator has no effect [-Werror=unused-value] | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |                      ~~~~~~^~~ | cc1plus: all warnings being treated as errors",[1..49],,
softshrink_bw,uint16,rm,height,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,rm,height,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,bfloat16,rm,width,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,bfloat8_b,rm,width,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat4_b,rm,width,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,float32,rm,width,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,int32,rm,width,OK,pass,[1..49],1.000000,
softshrink_bw,uint32,rm,width,FAIL,"TT_THROW @ /home/ubuntu/tt-metal/tt_metal/impl/program/program.cpp:259: tt::exception | info: | Failed to generate binaries for eltwise_where_no_bcast TT_THROW @ /home/ubuntu/tt-metal/tt_metal/jit_build/build.cpp:67: tt::exception | info: | trisc0 build failed. Log: In file included from ../chlkc_unpack.cpp:2, | from /home/ubuntu/tt-metal/tt_metal/hw/ckernels/blackhole/metal/common/chlkc_list.h:26, | from /home/ubuntu/tt-metal/tt_metal/hw/firmware/src/tt-1xx/trisck.cc:13: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp: In function 'void kernel_main()': | ../defines_generated.h:4:18: error: 'fill_tile_uint' was not declared in this scope | 4 | #define FILL_LLK fill_tile_uint<DataFormat::UInt32> | |                  ^~~~~~~~~~~~~~ | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:13: note: in expansion of macro 'FILL_LLK' | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |             ^~~~~~~~ | In file included from ../chlkc_unpack.cpp:3: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:28: error: left operand of comma operator has no effect [-Werror=unused-value] | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |                      ~~~~~~^~~ | cc1plus: all warnings being treated as errors",[1..49],,
softshrink_bw,uint16,rm,width,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,rm,width,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,bfloat16,rm,block,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,bfloat8_b,rm,block,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,bfloat4_b,rm,block,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
softshrink_bw,float32,rm,block,OK,pass,[0.1..0.85],1.000000,0.000
softshrink_bw,int32,rm,block,OK,pass,[1..49],0.999998,
softshrink_bw,uint32,rm,block,FAIL,"TT_THROW @ /home/ubuntu/tt-metal/tt_metal/impl/program/program.cpp:259: tt::exception | info: | Failed to generate binaries for eltwise_where_no_bcast TT_THROW @ /home/ubuntu/tt-metal/tt_metal/jit_build/build.cpp:67: tt::exception | info: | trisc0 build failed. Log: In file included from ../chlkc_unpack.cpp:2, | from /home/ubuntu/tt-metal/tt_metal/hw/ckernels/blackhole/metal/common/chlkc_list.h:26, | from /home/ubuntu/tt-metal/tt_metal/hw/firmware/src/tt-1xx/trisck.cc:13: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp: In function 'void kernel_main()': | ../defines_generated.h:4:18: error: 'fill_tile_uint' was not declared in this scope | 4 | #define FILL_LLK fill_tile_uint<DataFormat::UInt32> | |                  ^~~~~~~~~~~~~~ | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:13: note: in expansion of macro 'FILL_LLK' | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |             ^~~~~~~~ | In file included from ../chlkc_unpack.cpp:3: | /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_where_no_bcast.cpp:48:28: error: left operand of comma operator has no effect [-Werror=unused-value] | 48 |             FILL_LLK(i * 3 + 2, scalar_value); | |                      ~~~~~~^~~ | cc1plus: all warnings being treated as errors",[1..49],,
softshrink_bw,uint16,rm,block,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softshrink_bw,uint8,rm,block,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT16 is not supported for binary operation BinaryOpType::WHERE_TTS",[1..49],,
softsign_bw,bfloat16,tile,dram,OK,pass,[0.1..0.85],0.999961,4.000
softsign_bw,bfloat8_b,tile,dram,OK,pass,[0.1..0.85],0.999768,21.000
softsign_bw,bfloat4_b,tile,dram,OK,pass,[0.1..0.85],0.956168,
softsign_bw,float32,tile,dram,OK,pass,[0.1..0.85],1.000000,3.000
softsign_bw,int32,tile,dram,OK,fail,[1..49],-0.065029,
softsign_bw,uint32,tile,dram,OK,fail,[1..49],0.053938,
softsign_bw,uint16,tile,dram,OK,fail,[1..49],0.025267,
softsign_bw,uint8,tile,dram,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
softsign_bw,bfloat16,tile,l1,OK,pass,[0.1..0.85],0.999957,4.000
softsign_bw,bfloat8_b,tile,l1,OK,pass,[0.1..0.85],0.999778,20.000
softsign_bw,bfloat4_b,tile,l1,OK,pass,[0.1..0.85],0.950908,
softsign_bw,float32,tile,l1,OK,pass,[0.1..0.85],1.000000,3.000
softsign_bw,int32,tile,l1,OK,fail,[1..49],-0.021933,
softsign_bw,uint32,tile,l1,OK,fail,[1..49],0.018056,
softsign_bw,uint16,tile,l1,OK,fail,[1..49],-0.015827,
softsign_bw,uint8,tile,l1,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
softsign_bw,bfloat16,tile,height,OK,pass,[0.1..0.85],0.999951,4.000
softsign_bw,bfloat8_b,tile,height,OK,pass,[0.1..0.85],0.999749,18.000
softsign_bw,bfloat4_b,tile,height,OK,pass,[0.1..0.85],0.954937,
softsign_bw,float32,tile,height,OK,pass,[0.1..0.85],1.000000,3.000
softsign_bw,int32,tile,height,OK,fail,[1..49],-0.040121,
softsign_bw,uint32,tile,height,OK,fail,[1..49],0.024186,
softsign_bw,uint16,tile,height,OK,fail,[1..49],-0.014385,
softsign_bw,uint8,tile,height,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
softsign_bw,bfloat16,tile,width,OK,pass,[0.1..0.85],0.999959,4.000
softsign_bw,bfloat8_b,tile,width,OK,pass,[0.1..0.85],0.999761,24.000
softsign_bw,bfloat4_b,tile,width,OK,pass,[0.1..0.85],0.955310,
softsign_bw,float32,tile,width,OK,pass,[0.1..0.85],1.000000,3.000
softsign_bw,int32,tile,width,OK,fail,[1..49],-0.007462,
softsign_bw,uint32,tile,width,OK,fail,[1..49],-0.044762,
softsign_bw,uint16,tile,width,OK,fail,[1..49],0.047780,
