op,dtype,layout,mem,accepted,pcc_or_reason,input_range,pcc,ulp
cos,int32,tile,width,OK,fail,[1..49],,
cos,uint32,tile,width,OK,fail,[1..49],,
cos,uint16,tile,width,OK,fail,[1..49],,
cos,uint8,tile,width,OK,fail,[1..49],,
cos,bfloat16,tile,block,OK,pass,[0.1..0.85],0.999936,0.000
cos,bfloat8_b,tile,block,OK,pass,[0.1..0.85],0.999390,4.000
cos,bfloat4_b,tile,block,OK,pass,[0.1..0.85],0.911483,
cos,float32,tile,block,OK,pass,[0.1..0.85],1.000000,2.000
cos,int32,tile,block,OK,fail,[1..49],,
cos,uint32,tile,block,OK,fail,[1..49],,
cos,uint16,tile,block,OK,fail,[1..49],,
cos,uint8,tile,block,OK,fail,[1..49],,
cos,bfloat16,rm,dram,OK,pass,[0.1..0.85],0.999935,0.000
cos,bfloat8_b,rm,dram,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
cos,bfloat4_b,rm,dram,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
cos,float32,rm,dram,OK,pass,[0.1..0.85],1.000000,1.000
cos,int32,rm,dram,OK,fail,[1..49],,
cos,uint32,rm,dram,OK,fail,[1..49],,
cos,uint16,rm,dram,OK,fail,[1..49],,
cos,uint8,rm,dram,OK,fail,[1..49],,
cos,bfloat16,rm,l1,OK,pass,[0.1..0.85],0.999935,0.000
cos,bfloat8_b,rm,l1,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
cos,bfloat4_b,rm,l1,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
cos,float32,rm,l1,OK,pass,[0.1..0.85],1.000000,1.000
cos,int32,rm,l1,OK,fail,[1..49],,
cos,uint32,rm,l1,OK,fail,[1..49],,
cos,uint16,rm,l1,OK,fail,[1..49],,
cos,uint8,rm,l1,OK,fail,[1..49],,
cos,bfloat16,rm,height,OK,pass,[0.1..0.85],0.999938,0.000
cos,bfloat8_b,rm,height,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
cos,bfloat4_b,rm,height,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
cos,float32,rm,height,OK,pass,[0.1..0.85],1.000000,1.000
cos,int32,rm,height,OK,fail,[1..49],,
cos,uint32,rm,height,OK,fail,[1..49],,
cos,uint16,rm,height,OK,fail,[1..49],,
cos,uint8,rm,height,OK,fail,[1..49],,
cos,bfloat16,rm,width,OK,pass,[0.1..0.85],0.999933,0.000
cos,bfloat8_b,rm,width,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
cos,bfloat4_b,rm,width,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
cos,float32,rm,width,OK,pass,[0.1..0.85],1.000000,1.000
cos,int32,rm,width,OK,fail,[1..49],,
cos,uint32,rm,width,OK,fail,[1..49],,
cos,uint16,rm,width,OK,fail,[1..49],,
cos,uint8,rm,width,OK,fail,[1..49],,
cos,bfloat16,rm,block,OK,pass,[0.1..0.85],0.999935,0.000
cos,bfloat8_b,rm,block,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
cos,bfloat4_b,rm,block,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
cos,float32,rm,block,OK,pass,[0.1..0.85],1.000000,1.000
cos,int32,rm,block,OK,fail,[1..49],,
cos,uint32,rm,block,OK,fail,[1..49],,
cos,uint16,rm,block,OK,fail,[1..49],,
cos,uint8,rm,block,OK,fail,[1..49],,
cosh,bfloat16,tile,dram,OK,pass,[-3.0..3.0],0.999996,1.000
cosh,bfloat8_b,tile,dram,OK,pass,[-3.0..3.0],0.999791,11.000
cosh,bfloat4_b,tile,dram,OK,pass,[-3.0..3.0],0.958197,
cosh,float32,tile,dram,OK,pass,[-3.0..3.0],1.000000,1.000
cosh,int32,tile,dram,OK,fail,[1..49],1.000000,
cosh,uint32,tile,dram,OK,fail,[1..49],1.000000,
cosh,uint16,tile,dram,OK,fail,[1..49],1.000000,
cosh,uint8,tile,dram,OK,fail,[1..49],1.000000,
cosh,bfloat16,tile,l1,OK,pass,[-3.0..3.0],0.999996,1.000
cosh,bfloat8_b,tile,l1,OK,pass,[-3.0..3.0],0.999799,10.000
cosh,bfloat4_b,tile,l1,OK,pass,[-3.0..3.0],0.958257,
cosh,float32,tile,l1,OK,pass,[-3.0..3.0],1.000000,1.000
cosh,int32,tile,l1,OK,fail,[1..49],1.000000,
cosh,uint32,tile,l1,OK,fail,[1..49],1.000000,
cosh,uint16,tile,l1,OK,fail,[1..49],1.000000,
cosh,uint8,tile,l1,OK,fail,[1..49],1.000000,
cosh,bfloat16,tile,height,OK,pass,[-3.0..3.0],0.999995,1.000
cosh,bfloat8_b,tile,height,OK,pass,[-3.0..3.0],0.999735,10.000
cosh,bfloat4_b,tile,height,OK,pass,[-3.0..3.0],0.964730,
cosh,float32,tile,height,OK,pass,[-3.0..3.0],1.000000,1.000
cosh,int32,tile,height,OK,fail,[1..49],1.000000,
cosh,uint32,tile,height,OK,fail,[1..49],1.000000,
cosh,uint16,tile,height,OK,fail,[1..49],1.000000,
cosh,uint8,tile,height,OK,fail,[1..49],1.000000,
cosh,bfloat16,tile,width,OK,pass,[-3.0..3.0],0.999996,1.000
cosh,bfloat8_b,tile,width,OK,pass,[-3.0..3.0],0.999676,10.000
cosh,bfloat4_b,tile,width,OK,pass,[-3.0..3.0],0.959579,
cosh,float32,tile,width,OK,pass,[-3.0..3.0],1.000000,1.000
cosh,int32,tile,width,OK,fail,[1..49],1.000000,
cosh,uint32,tile,width,OK,fail,[1..49],1.000000,
cosh,uint16,tile,width,OK,fail,[1..49],1.000000,
cosh,uint8,tile,width,OK,fail,[1..49],1.000000,
cosh,bfloat16,tile,block,OK,pass,[-3.0..3.0],0.999996,1.000
cosh,bfloat8_b,tile,block,OK,pass,[-3.0..3.0],0.999737,10.000
cosh,bfloat4_b,tile,block,OK,pass,[-3.0..3.0],0.956779,
cosh,float32,tile,block,OK,pass,[-3.0..3.0],1.000000,1.000
cosh,int32,tile,block,OK,fail,[1..49],1.000000,
cosh,uint32,tile,block,OK,fail,[1..49],1.000000,
cosh,uint16,tile,block,OK,fail,[1..49],1.000000,
cosh,uint8,tile,block,OK,fail,[1..49],1.000000,
cosh,bfloat16,rm,dram,OK,pass,[-3.0..3.0],0.999996,1.000
cosh,bfloat8_b,rm,dram,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[-3.0..3.0],,
cosh,bfloat4_b,rm,dram,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[-3.0..3.0],,
cosh,float32,rm,dram,OK,pass,[-3.0..3.0],1.000000,1.000
cosh,int32,rm,dram,OK,fail,[1..49],1.000000,
cosh,uint32,rm,dram,OK,fail,[1..49],1.000000,
cosh,uint16,rm,dram,OK,fail,[1..49],1.000000,
cosh,uint8,rm,dram,OK,fail,[1..49],1.000000,
cosh,bfloat16,rm,l1,OK,pass,[-3.0..3.0],0.999996,1.000
cosh,bfloat8_b,rm,l1,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[-3.0..3.0],,
cosh,bfloat4_b,rm,l1,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[-3.0..3.0],,
cosh,float32,rm,l1,OK,pass,[-3.0..3.0],1.000000,1.000
cosh,int32,rm,l1,OK,fail,[1..49],1.000000,
cosh,uint32,rm,l1,OK,fail,[1..49],1.000000,
cosh,uint16,rm,l1,OK,fail,[1..49],1.000000,
cosh,uint8,rm,l1,OK,fail,[1..49],1.000000,
cosh,bfloat16,rm,height,OK,pass,[-3.0..3.0],0.999996,0.000
cosh,bfloat8_b,rm,height,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[-3.0..3.0],,
cosh,bfloat4_b,rm,height,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[-3.0..3.0],,
cosh,float32,rm,height,OK,pass,[-3.0..3.0],1.000000,1.000
cosh,int32,rm,height,OK,fail,[1..49],1.000000,
cosh,uint32,rm,height,OK,fail,[1..49],1.000000,
cosh,uint16,rm,height,OK,fail,[1..49],1.000000,
cosh,uint8,rm,height,OK,fail,[1..49],1.000000,
cosh,bfloat16,rm,width,OK,pass,[-3.0..3.0],0.999996,1.000
cosh,bfloat8_b,rm,width,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[-3.0..3.0],,
cosh,bfloat4_b,rm,width,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[-3.0..3.0],,
cosh,float32,rm,width,OK,pass,[-3.0..3.0],1.000000,1.000
cosh,int32,rm,width,OK,fail,[1..49],1.000000,
cosh,uint32,rm,width,OK,fail,[1..49],1.000000,
cosh,uint16,rm,width,OK,fail,[1..49],1.000000,
cosh,uint8,rm,width,OK,fail,[1..49],1.000000,
cosh,bfloat16,rm,block,OK,pass,[-3.0..3.0],0.999996,1.000
cosh,bfloat8_b,rm,block,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[-3.0..3.0],,
cosh,bfloat4_b,rm,block,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[-3.0..3.0],,
cosh,float32,rm,block,OK,pass,[-3.0..3.0],1.000000,1.000
cosh,int32,rm,block,OK,fail,[1..49],1.000000,
cosh,uint32,rm,block,OK,fail,[1..49],1.000000,
cosh,uint16,rm,block,OK,fail,[1..49],1.000000,
cosh,uint8,rm,block,OK,fail,[1..49],1.000000,
deg2rad,bfloat16,tile,dram,OK,pass,[0.1..0.85],0.999993,1.000
deg2rad,bfloat8_b,tile,dram,OK,pass,[0.1..0.85],0.999896,14.000
deg2rad,bfloat4_b,tile,dram,OK,pass,[0.1..0.85],0.986634,
deg2rad,float32,tile,dram,OK,pass,[0.1..0.85],1.000000,0.000
deg2rad,int32,tile,dram,OK,pass,[1..49],,
deg2rad,uint32,tile,dram,OK,pass,[1..49],,
deg2rad,uint16,tile,dram,OK,pass,[1..49],,
deg2rad,uint8,tile,dram,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
deg2rad,bfloat16,tile,l1,OK,pass,[0.1..0.85],0.999993,1.000
deg2rad,bfloat8_b,tile,l1,OK,pass,[0.1..0.85],0.999892,13.000
deg2rad,bfloat4_b,tile,l1,OK,pass,[0.1..0.85],0.986374,
deg2rad,float32,tile,l1,OK,pass,[0.1..0.85],1.000000,0.000
deg2rad,int32,tile,l1,OK,pass,[1..49],,
deg2rad,uint32,tile,l1,OK,pass,[1..49],,
deg2rad,uint16,tile,l1,OK,pass,[1..49],,
deg2rad,uint8,tile,l1,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
deg2rad,bfloat16,tile,height,OK,pass,[0.1..0.85],0.999994,1.000
deg2rad,bfloat8_b,tile,height,OK,pass,[0.1..0.85],0.999868,15.000
deg2rad,bfloat4_b,tile,height,OK,pass,[0.1..0.85],0.986763,
deg2rad,float32,tile,height,OK,pass,[0.1..0.85],1.000000,0.000
deg2rad,int32,tile,height,OK,pass,[1..49],,
deg2rad,uint32,tile,height,OK,pass,[1..49],,
deg2rad,uint16,tile,height,OK,pass,[1..49],,
deg2rad,uint8,tile,height,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
deg2rad,bfloat16,tile,width,OK,pass,[0.1..0.85],0.999993,1.000
deg2rad,bfloat8_b,tile,width,OK,pass,[0.1..0.85],0.999872,12.000
deg2rad,bfloat4_b,tile,width,OK,pass,[0.1..0.85],0.986712,
deg2rad,float32,tile,width,OK,pass,[0.1..0.85],1.000000,0.000
deg2rad,int32,tile,width,OK,pass,[1..49],,
deg2rad,uint32,tile,width,OK,pass,[1..49],,
deg2rad,uint16,tile,width,OK,pass,[1..49],,
deg2rad,uint8,tile,width,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
deg2rad,bfloat16,tile,block,OK,pass,[0.1..0.85],0.999993,1.000
deg2rad,bfloat8_b,tile,block,OK,pass,[0.1..0.85],0.999863,15.000
deg2rad,bfloat4_b,tile,block,OK,pass,[0.1..0.85],0.986381,
deg2rad,float32,tile,block,OK,pass,[0.1..0.85],1.000000,0.000
deg2rad,int32,tile,block,OK,pass,[1..49],,
deg2rad,uint32,tile,block,OK,pass,[1..49],,
deg2rad,uint16,tile,block,OK,pass,[1..49],,
deg2rad,uint8,tile,block,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
deg2rad,bfloat16,rm,dram,OK,pass,[0.1..0.85],0.999994,1.000
deg2rad,bfloat8_b,rm,dram,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
deg2rad,bfloat4_b,rm,dram,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
deg2rad,float32,rm,dram,OK,pass,[0.1..0.85],1.000000,0.000
deg2rad,int32,rm,dram,OK,pass,[1..49],,
deg2rad,uint32,rm,dram,OK,pass,[1..49],,
deg2rad,uint16,rm,dram,OK,pass,[1..49],,
deg2rad,uint8,rm,dram,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
deg2rad,bfloat16,rm,l1,OK,pass,[0.1..0.85],0.999993,1.000
deg2rad,bfloat8_b,rm,l1,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
deg2rad,bfloat4_b,rm,l1,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
deg2rad,float32,rm,l1,OK,pass,[0.1..0.85],1.000000,0.000
deg2rad,int32,rm,l1,OK,pass,[1..49],,
deg2rad,uint32,rm,l1,OK,pass,[1..49],,
deg2rad,uint16,rm,l1,OK,pass,[1..49],,
deg2rad,uint8,rm,l1,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/binary_ng_device_operation.cpp:287: ttnn::operations::binary::dtype_policy::is_supported(attributes.binary_op_type, input_tensor_a.dtype()) | info: | Input tensor A dtype DataType::UINT8 is not supported for binary operation BinaryOpType::MUL",[1..49],,
deg2rad,bfloat16,rm,height,OK,pass,[0.1..0.85],0.999993,1.000
deg2rad,bfloat8_b,rm,height,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
deg2rad,bfloat4_b,rm,height,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
deg2rad,float32,rm,height,OK,pass,[0.1..0.85],1.000000,0.000
deg2rad,int32,rm,height,OK,pass,[1..49],,
deg2rad,uint32,rm,height,OK,pass,[1..49],,
deg2rad,uint16,rm,height,OK,pass,[1..49],,
deg2rad,uint8,rm,height,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/data_movement/tilize/device/tilize_device_operation.cpp:113: input_tensor_a.dtype() == DataType::BFLOAT16 or input_tensor_a.dtype() == DataType::FLOAT32 or input_tensor_a.dtype() == DataType::UINT32 or input_tensor_a.dtype() == DataType::INT32 or input_tensor_a.dtype() == DataType::UINT16 or input_tensor_a.dtype() == DataType::FP8_E4M3 | info: | data type must be bfloat16, float32, uint32, int32, uint16, or fp8_e4m3",[1..49],,
deg2rad,bfloat16,rm,width,OK,pass,[0.1..0.85],0.999993,1.000
deg2rad,bfloat8_b,rm,width,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
deg2rad,bfloat4_b,rm,width,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
deg2rad,float32,rm,width,OK,pass,[0.1..0.85],1.000000,0.000
deg2rad,int32,rm,width,OK,pass,[1..49],,
deg2rad,uint32,rm,width,OK,pass,[1..49],,
deg2rad,uint16,rm,width,OK,pass,[1..49],,
deg2rad,uint8,rm,width,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/data_movement/tilize/device/tilize_device_operation.cpp:113: input_tensor_a.dtype() == DataType::BFLOAT16 or input_tensor_a.dtype() == DataType::FLOAT32 or input_tensor_a.dtype() == DataType::UINT32 or input_tensor_a.dtype() == DataType::INT32 or input_tensor_a.dtype() == DataType::UINT16 or input_tensor_a.dtype() == DataType::FP8_E4M3 | info: | data type must be bfloat16, float32, uint32, int32, uint16, or fp8_e4m3",[1..49],,
deg2rad,bfloat16,rm,block,OK,pass,[0.1..0.85],0.999993,1.000
deg2rad,bfloat8_b,rm,block,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
deg2rad,bfloat4_b,rm,block,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.1..0.85],,
deg2rad,float32,rm,block,OK,pass,[0.1..0.85],1.000000,0.000
deg2rad,int32,rm,block,OK,pass,[1..49],,
deg2rad,uint32,rm,block,OK,pass,[1..49],,
deg2rad,uint16,rm,block,OK,pass,[1..49],,
deg2rad,uint8,rm,block,FAIL,"TT_FATAL @ /home/ubuntu/tt-metal/ttnn/cpp/ttnn/operations/data_movement/tilize/device/tilize_device_operation.cpp:113: input_tensor_a.dtype() == DataType::BFLOAT16 or input_tensor_a.dtype() == DataType::FLOAT32 or input_tensor_a.dtype() == DataType::UINT32 or input_tensor_a.dtype() == DataType::INT32 or input_tensor_a.dtype() == DataType::UINT16 or input_tensor_a.dtype() == DataType::FP8_E4M3 | info: | data type must be bfloat16, float32, uint32, int32, uint16, or fp8_e4m3",[1..49],,
digamma,bfloat16,tile,dram,OK,pass,[0.5..5.0],0.999998,1.000
digamma,bfloat8_b,tile,dram,OK,pass,[0.5..5.0],0.999703,131072.000
digamma,bfloat4_b,tile,dram,OK,pass,[0.5..5.0],0.925325,
digamma,float32,tile,dram,OK,pass,[0.5..5.0],1.000000,366.000
digamma,int32,tile,dram,OK,fail,[1..49],-0.000000,
digamma,uint32,tile,dram,OK,fail,[1..49],,
digamma,uint16,tile,dram,OK,fail,[1..49],,
digamma,uint8,tile,dram,OK,fail,[1..49],,
digamma,bfloat16,tile,l1,OK,pass,[0.5..5.0],0.999998,1.000
digamma,bfloat8_b,tile,l1,OK,pass,[0.5..5.0],0.999674,1800.000
digamma,bfloat4_b,tile,l1,OK,pass,[0.5..5.0],0.931129,
digamma,float32,tile,l1,OK,pass,[0.5..5.0],1.000000,638.000
digamma,int32,tile,l1,OK,fail,[1..49],-0.000000,
digamma,uint32,tile,l1,OK,fail,[1..49],,
digamma,uint16,tile,l1,OK,fail,[1..49],,
digamma,uint8,tile,l1,OK,fail,[1..49],,
digamma,bfloat16,tile,height,OK,pass,[0.5..5.0],0.999998,1.000
digamma,bfloat8_b,tile,height,OK,pass,[0.5..5.0],0.999663,16512.000
digamma,bfloat4_b,tile,height,OK,pass,[0.5..5.0],0.924666,
digamma,float32,tile,height,OK,pass,[0.5..5.0],1.000000,466.000
digamma,int32,tile,height,OK,fail,[1..49],0.000000,
digamma,uint32,tile,height,OK,fail,[1..49],,
digamma,uint16,tile,height,OK,fail,[1..49],,
digamma,uint8,tile,height,OK,fail,[1..49],,
digamma,bfloat16,tile,width,OK,pass,[0.5..5.0],0.999998,1.000
digamma,bfloat8_b,tile,width,OK,pass,[0.5..5.0],0.999665,864.000
digamma,bfloat4_b,tile,width,OK,pass,[0.5..5.0],0.918922,
digamma,float32,tile,width,OK,pass,[0.5..5.0],1.000000,1235.000
digamma,int32,tile,width,OK,fail,[1..49],0.000000,
digamma,uint32,tile,width,OK,fail,[1..49],,
digamma,uint16,tile,width,OK,fail,[1..49],,
digamma,uint8,tile,width,OK,fail,[1..49],,
digamma,bfloat16,tile,block,OK,pass,[0.5..5.0],0.999998,1.000
digamma,bfloat8_b,tile,block,OK,pass,[0.5..5.0],0.999690,880.000
digamma,bfloat4_b,tile,block,OK,pass,[0.5..5.0],0.924764,
digamma,float32,tile,block,OK,pass,[0.5..5.0],1.000000,1798.000
digamma,int32,tile,block,OK,fail,[1..49],0.000000,
digamma,uint32,tile,block,OK,fail,[1..49],,
digamma,uint16,tile,block,OK,fail,[1..49],,
digamma,uint8,tile,block,OK,fail,[1..49],,
digamma,bfloat16,rm,dram,OK,pass,[0.5..5.0],0.999998,1.000
digamma,bfloat8_b,rm,dram,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.5..5.0],,
digamma,bfloat4_b,rm,dram,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.5..5.0],,
digamma,float32,rm,dram,OK,pass,[0.5..5.0],1.000000,3887.000
digamma,int32,rm,dram,OK,fail,[1..49],0.000000,
digamma,uint32,rm,dram,OK,fail,[1..49],,
digamma,uint16,rm,dram,OK,fail,[1..49],,
digamma,uint8,rm,dram,OK,fail,[1..49],,
digamma,bfloat16,rm,l1,OK,pass,[0.5..5.0],0.999998,1.000
digamma,bfloat8_b,rm,l1,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.5..5.0],,
digamma,bfloat4_b,rm,l1,FAIL,TT_FATAL @ /home/ubuntu/tt-metal/ttnn/core/tensor/py_to_tt_tensor.cpp:372: layout == Layout::TILE | info: | Layout must be Layout::TILE for bfloat8_b or bfloat4_b!,[0.5..5.0],,
digamma,float32,rm,l1,OK,pass,[0.5..5.0],1.000000,334636.000
digamma,int32,rm,l1,OK,fail,[1..49],0.000000,
digamma,uint32,rm,l1,OK,fail,[1..49],,
digamma,uint16,rm,l1,OK,fail,[1..49],,
digamma,uint8,rm,l1,OK,fail,[1..49],,
